date,actual,sarima,random_forest,xgboost,lstm,residuals_sarima,residuals_rf,residuals_xgb,residuals_lstm
2016-10-02,1223.0,659.082088245703,1159.03,1195.0583,1082.9961,563.917911754297,63.97000000000003,27.941650390625,140.00390625
2016-10-03,610.0,514.7532419770529,660.27,732.0089,597.50183,95.24675802294712,-50.26999999999998,-122.0089111328125,12.4981689453125
2016-10-04,435.0,594.0795151015429,444.62,479.0305,535.7777,-159.07951510154294,-9.620000000000005,-44.030487060546875,-100.7777099609375
2016-10-05,493.0,702.108021709101,457.96,443.96844,453.30536,-209.10802170910097,35.04000000000002,49.03155517578125,39.69464111328125
2016-10-06,268.0,575.0005808287643,288.11,349.51804,413.91122,-307.0005808287643,-20.110000000000014,-81.51803588867188,-145.91122436523438
2016-10-07,434.0,523.7875073437589,421.79,476.45514,526.7033,-89.78750734375888,12.20999999999998,-42.45513916015625,-92.70330810546875
2016-10-08,765.0,672.7516822753414,864.16,859.1401,876.31177,92.24831772465859,-99.15999999999997,-94.14007568359375,-111.311767578125
2016-10-09,965.0,657.6418399423047,1176.97,1229.4708,933.3795,307.3581600576953,-211.97000000000003,-264.4708251953125,31.6204833984375
2016-10-10,367.0,516.4392721603467,568.94,680.6883,568.42523,-149.43927216034672,-201.94000000000005,-313.68829345703125,-201.42523193359375
2016-10-11,311.0,594.1624218723397,298.56,335.51212,553.4789,-283.1624218723397,12.439999999999998,-24.512115478515625,-242.4788818359375
2016-10-12,383.0,699.998864607668,426.55,491.40427,491.9098,-316.998864607668,-43.55000000000001,-108.40426635742188,-108.9097900390625
2016-10-13,334.0,575.7858788447129,432.76,460.791,462.46582,-241.7858788447129,-98.75999999999999,-126.79098510742188,-128.4658203125
2016-10-14,319.0,525.6858986985079,422.46,489.72922,591.28467,-206.6858986985079,-103.45999999999998,-170.72921752929688,-272.28466796875
2016-10-15,672.0,671.3187035069235,764.36,840.2596,934.56006,0.681296493076502,-92.36000000000001,-168.25958251953125,-262.56005859375
2016-10-16,933.0,656.4984793936935,1064.93,1143.69,1090.1173,276.5015206063065,-131.93000000000006,-210.68994140625,-157.1173095703125
2016-10-17,420.0,518.3737132333176,474.25,560.7703,605.7868,-98.37371323331763,-54.25,-140.77032470703125,-185.78680419921875
2016-10-18,400.0,594.384458247616,498.59,564.2438,540.30615,-194.38445824761595,-98.58999999999997,-164.2437744140625,-140.30615234375
2016-10-19,442.0,697.920023447033,455.9,590.0112,462.9043,-255.92002344703303,-13.899999999999977,-148.01123046875,-20.904296875
2016-10-20,308.0,576.4598222777967,352.92,409.56506,428.1308,-268.45982227779666,-44.920000000000016,-101.5650634765625,-120.13079833984375
2016-10-21,382.0,527.4569359630902,443.88,375.2989,550.4849,-145.45693596309025,-61.879999999999995,6.70111083984375,-168.48492431640625
2016-10-22,652.0,669.8829952409473,757.99,763.06903,845.5255,-17.882995240947253,-105.99000000000001,-111.06903076171875,-193.5255126953125
2016-10-23,809.0,655.3929058339199,892.32,998.0374,817.09045,153.60709416608006,-83.32000000000005,-189.03741455078125,-8.0904541015625
2016-10-24,397.0,520.2974023522287,426.49,503.0934,366.98996,-123.29740235222869,-29.49000000000001,-106.09341430664062,30.010040283203125
2016-10-25,331.0,594.6267467727417,357.0,524.556,386.41895,-263.62674677274174,-26.0,-193.5560302734375,-55.4189453125
2016-10-26,398.0,695.8944363992284,467.79,431.1859,376.47095,-297.8944363992284,-69.79000000000002,-33.1859130859375,21.529052734375
2016-10-27,319.0,577.1126091092764,368.39,432.35233,378.46738,-258.1126091092764,-49.389999999999986,-113.35232543945312,-59.467376708984375
2016-10-28,404.0,529.1786962846085,389.04,367.83517,516.2445,-125.17869628460846,14.95999999999998,36.164825439453125,-112.2445068359375
2016-10-29,799.0,668.4719044814924,736.84,797.2138,832.4452,130.5280955185076,62.15999999999997,1.78619384765625,-33.4451904296875
2016-10-30,859.0,654.3101667522783,974.46,972.54596,935.2762,204.6898332477217,-115.46000000000004,-113.54595947265625,-76.27618408203125
2016-10-31,465.0,522.181282556606,530.21,535.6743,464.13156,-57.18128255660599,-65.21000000000004,-70.67431640625,0.868438720703125
2016-11-01,579.0,594.867156880738,454.09,480.39148,528.774,-15.86715688073798,124.91000000000003,98.6085205078125,50.22601318359375
2016-11-02,943.0,693.9152947239843,637.14,895.9891,486.07294,249.0847052760157,305.86,47.01092529296875,456.92706298828125
2016-11-03,709.0,577.7510122333816,656.42,752.2682,509.57428,131.24898776661837,52.58000000000004,-43.2681884765625,199.42572021484375
2016-11-04,832.0,530.8617223518897,674.26,953.45276,737.8181,301.13827764811026,157.74,-121.4527587890625,94.181884765625
2016-11-05,901.0,667.0909269680792,833.84,816.5363,1173.5725,233.9090730319208,67.15999999999997,84.46368408203125,-272.572509765625
2016-11-06,1283.0,653.250614381925,1029.66,1101.4501,1118.419,629.749385618075,253.33999999999992,181.5499267578125,164.5810546875
2016-11-07,693.0,524.0237505965304,530.94,560.51404,662.9054,168.97624940346964,162.05999999999995,132.4859619140625,30.0946044921875
2016-11-08,640.0,595.1027602715646,508.38,589.9663,500.45953,44.89723972843535,131.62,50.03369140625,139.54046630859375
2016-11-09,635.0,691.9799617838991,692.33,756.25,410.08234,-56.97996178389906,-57.33000000000004,-121.25,224.91766357421875
2016-11-10,367.0,578.3753636551069,477.03,495.14594,364.03702,-211.37536365510687,-110.02999999999997,-128.14593505859375,2.962982177734375
2016-11-11,471.0,532.5077696495928,430.18,435.7345,498.12033,-61.507769649592774,40.81999999999999,35.2655029296875,-27.120330810546875
2016-11-12,985.0,665.7403026612005,997.6,1049.4691,850.5433,319.25969733879947,-12.600000000000023,-64.4691162109375,134.45672607421875
2016-11-13,1485.0,652.2141515794875,1045.73,1093.5984,796.8625,832.7858484205125,439.27,391.401611328125,688.1375122070312
2016-11-14,589.0,525.8256311332815,629.83,584.5008,376.40283,63.17436886671851,-40.83000000000004,4.49920654296875,212.59716796875
2016-11-15,422.0,595.333345394351,349.38,340.97607,540.7318,-173.333345394351,72.62,81.02392578125,-118.7318115234375
2016-11-16,668.0,690.0872065458987,487.47,493.53088,543.70166,-22.087206545898653,180.52999999999997,174.4691162109375,124.29833984375
2016-11-17,488.0,578.9858790347344,518.98,507.67807,516.2108,-90.98587903473435,-30.980000000000018,-19.678070068359375,-28.2108154296875
2016-11-18,558.0,534.1177008252733,546.96,586.1066,626.72644,23.882299174726654,11.039999999999964,-28.10662841796875,-68.7264404296875
2016-11-19,1122.0,664.4194666499668,1073.09,1131.5858,877.2812,457.5805333500332,48.91000000000008,-9.5858154296875,244.71881103515625
2016-11-20,1200.0,651.2003504044384,1238.6,1108.3591,847.6676,548.7996495955616,-38.59999999999991,91.640869140625,352.3323974609375
2016-11-21,501.0,527.5878374357259,698.7,765.30365,420.2191,-26.587837435725874,-197.70000000000005,-264.30364990234375,80.78091430664062
2016-11-22,600.0,595.5589967972053,547.57,647.8441,399.42102,4.441003202794718,52.42999999999995,-47.8441162109375,200.5789794921875
2016-11-23,651.0,688.2360593316038,694.55,734.1264,375.87424,-37.23605933160377,-43.549999999999955,-83.12640380859375,275.1257629394531
2016-11-24,440.0,579.5828440601651,606.07,592.1817,372.51382,-139.58284406016514,-166.07000000000005,-152.18170166015625,67.48617553710938
2016-11-25,531.0,535.6923054688691,621.15,848.9942,564.1674,-4.692305468869108,-90.14999999999998,-317.99420166015625,-33.16741943359375
2016-11-26,809.0,663.1277706669567,1103.47,1085.5575,1041.8892,145.87222933304326,-294.47,-276.5574951171875,-232.88916015625
2016-11-27,1124.0,650.2087257202204,1060.29,1010.49164,943.9682,473.7912742797796,63.710000000000036,113.50836181640625,180.03179931640625
2016-11-28,503.0,529.3112486313873,798.39,814.02545,429.4196,-26.311248631387343,-295.39,-311.02545166015625,73.58041381835938
2016-11-29,456.0,595.7798198763021,499.48,556.036,470.05673,-139.7798198763021,-43.48000000000002,-100.0360107421875,-14.056732177734375
2016-11-30,568.0,686.4256023200307,570.99,654.1596,508.57343,-118.42560232003075,-2.990000000000009,-86.15960693359375,59.42657470703125
2016-12-01,552.0,580.1665563076343,585.97,625.01904,570.68134,-28.166556307634323,-33.97000000000003,-73.01904296875,-18.68133544921875
2016-12-02,598.0,537.2323573221051,582.29,667.70435,789.64044,60.767642677894855,15.710000000000036,-69.704345703125,-191.64044189453125
2016-12-03,906.0,661.8645721598034,961.32,1001.7177,1144.4065,244.1354278401966,-55.32000000000005,-95.71771240234375,-238.406494140625
2016-12-04,1203.0,649.23879354128,1028.78,1038.3525,1079.0646,553.76120645872,174.22000000000003,164.6474609375,123.9354248046875
2016-12-05,456.0,530.9967197178302,651.35,850.11926,587.8169,-74.99671971783016,-195.35000000000002,-394.1192626953125,-131.81689453125
2016-12-06,1049.0,595.9959181948353,508.59,507.72473,497.12595,453.0040818051647,540.4100000000001,541.2752685546875,551.8740539550781
2016-12-07,563.0,684.6549409248056,716.48,952.1266,415.40634,-121.6549409248056,-153.48000000000002,-389.1265869140625,147.59365844726562
2016-12-08,488.0,580.7373095968716,569.25,582.1593,378.1769,-92.73730959687157,-81.25,-94.1593017578125,109.82308959960938
2016-12-09,557.0,538.7386143253109,607.56,598.1146,534.07544,18.26138567468911,-50.559999999999945,-41.1146240234375,22.924560546875
2016-12-10,771.0,660.6292423619449,1023.57,1007.0658,872.1494,110.37075763805512,-252.57000000000005,-236.0657958984375,-101.1494140625
2016-12-11,1113.0,648.2900794262673,1087.89,1043.0917,844.13214,464.7099205737327,25.1099999999999,69.9083251953125,268.86785888671875
2016-12-12,630.0,532.6450860367951,656.16,906.89825,418.25595,97.35491396320492,-26.159999999999968,-276.89825439453125,211.74404907226562
2016-12-13,449.0,596.2073928400708,678.57,1044.4998,377.38873,-147.20739284007084,-229.57000000000005,-595.499755859375,71.61126708984375
2016-12-14,455.0,682.9232004185934,545.0,547.4759,378.0895,-227.9232004185934,-90.0,-92.47589111328125,76.91049194335938
2016-12-15,429.0,581.295391568212,501.36,478.90833,435.16257,-152.29539156821204,-72.36000000000001,-49.9083251953125,-6.162567138671875
2016-12-16,385.0,540.2118180237087,546.8,540.21246,702.7388,-155.2118180237087,-161.79999999999995,-155.21246337890625,-317.73876953125
2016-12-17,867.0,659.4211664270131,814.08,832.4216,1171.0192,207.57883357298692,52.91999999999996,34.57843017578125,-304.0191650390625
2016-12-18,1115.0,647.362119230376,1043.9,957.9669,1192.2096,467.63788076962396,71.09999999999991,157.0330810546875,-77.2095947265625
2016-12-19,579.0,534.2571644318344,749.51,1051.2972,639.42444,44.74283556816556,-170.51,-472.2972412109375,-60.4244384765625
2016-12-20,512.0,596.414342675109,649.34,613.65326,591.88464,-84.41434267510897,-137.34000000000003,-101.65325927734375,-79.8846435546875
2016-12-21,623.0,681.2295252960851,561.97,553.4972,516.0949,-58.22952529608506,61.02999999999997,69.5028076171875,106.90509033203125
2016-12-22,493.0,581.8410835081919,625.59,877.6865,527.9736,-88.8410835081919,-132.59000000000003,-384.6865234375,-34.97357177734375
2016-12-23,604.0,541.6526937242825,595.15,642.50024,690.56995,62.34730627571753,8.850000000000023,-38.500244140625,-86.5699462890625
2016-12-24,562.0,658.2397430897212,1149.5,1261.0188,1064.9093,-96.23974308972117,-587.5,-699.018798828125,-502.9093017578125
2016-12-25,0.0,646.4544589599872,566.48,700.98395,1127.7633,-646.4544589599872,-566.48,-700.9839477539062,-1127.7633056640625
2016-12-26,978.0,535.8337537535951,671.71,712.18866,1067.1664,442.16624624640485,306.28999999999996,265.81134033203125,-89.1663818359375
2016-12-27,580.0,596.6168644409905,644.16,882.6065,754.91345,-16.616864440990526,-64.15999999999997,-302.60650634765625,-174.9134521484375
2016-12-28,622.0,679.5730788522554,623.86,571.6954,616.90607,-57.573078852255435,-1.8600000000000136,50.30462646484375,5.09393310546875
2016-12-29,551.0,582.374660461178,639.77,842.86395,542.6889,-31.374660461177996,-88.76999999999998,-291.86395263671875,8.31109619140625
2016-12-30,747.0,543.0619508220824,603.13,638.7681,638.86115,203.9380491779176,143.87,108.23187255859375,108.13885498046875
2016-12-31,607.0,657.0843843522945,1249.93,936.89014,919.3077,-50.08438435229448,-642.9300000000001,-329.89013671875,-312.30767822265625
2017-01-01,0.0,645.566654553154,600.56,759.0235,1037.2346,-645.566654553154,-600.56,-759.0234985351562,-1037.234619140625
2017-01-02,1439.0,537.3756352661651,758.8,998.09467,608.62897,901.6243647338349,680.2,440.90533447265625,830.3710327148438
2017-01-03,893.0,596.8150528109243,1079.92,1312.1802,590.242,296.18494718907573,-186.92000000000007,-419.18017578125,302.75799560546875
2017-01-04,738.0,677.9530427724491,816.23,1001.1313,524.5983,60.046957227550934,-78.23000000000002,-263.13128662109375,213.40167236328125
2017-01-05,744.0,582.8963913663188,677.54,624.73676,498.0367,161.10360863368123,66.46000000000004,119.26324462890625,245.96328735351562
2017-01-06,718.0,544.4402831459453,854.04,934.23474,799.4223,173.55971685405473,-136.03999999999996,-216.2347412109375,-81.42230224609375
2017-01-07,1461.0,655.9545151892027,1038.37,1123.6859,1154.0228,805.0454848107973,422.6300000000001,337.3140869140625,306.9771728515625
2017-01-08,1588.0,644.6982716616656,1348.9,1277.8575,919.17175,943.3017283383344,239.0999999999999,310.1424560546875,668.8282470703125
2017-01-09,648.0,538.8835730349405,688.74,615.68036,441.49863,109.11642696505953,-40.74000000000001,32.31964111328125,206.50137329101562
2017-01-10,708.0,597.009000435535,543.53,569.363,389.81915,110.99099956446503,164.47000000000003,138.63702392578125,318.18084716796875
2017-01-11,882.0,676.3686167288741,799.13,627.11084,362.79968,205.63138327112586,82.87,254.88916015625,519.2003173828125
2017-01-12,544.0,583.4065391931551,527.93,606.5098,347.68414,-39.40653919315514,16.07000000000005,-62.50982666015625,196.31585693359375
2017-01-13,700.0,545.7883692997765,612.36,685.691,495.74466,154.2116307002235,87.63999999999999,14.30902099609375,204.25534057617188
2017-01-14,1085.0,654.8495732606342,953.37,1085.276,850.2637,430.1504267393658,131.63,-0.2760009765625,234.736328125
2017-01-15,1195.0,643.8488854383806,1170.35,1224.0327,941.8043,551.1511145616194,24.65000000000009,-29.03271484375,253.1956787109375
2017-01-16,646.0,540.3583143052315,622.98,773.7368,635.70636,105.64168569476851,23.019999999999982,-127.73681640625,10.29364013671875
2017-01-17,556.0,597.1987979861406,598.43,725.5682,599.72266,-41.19879798614056,-42.42999999999995,-169.56817626953125,-43.72265625
2017-01-18,534.0,674.8190179853545,653.57,708.7175,531.156,-140.81901798535455,-119.57000000000005,-174.717529296875,2.843994140625
2017-01-19,394.0,583.9053610741631,361.96,654.2822,484.7295,-189.90536107416312,32.04000000000002,-260.2822265625,-90.7294921875
2017-01-20,605.0,547.1068729966225,460.07,821.1772,540.3079,57.89312700337746,144.93,-216.17718505859375,64.69207763671875
2017-01-21,1287.0,653.7690086326055,1167.28,1123.9341,782.4684,633.2309913673945,119.72000000000003,163.06591796875,504.5316162109375
2017-01-22,1220.0,643.0180803293749,1293.92,1292.6162,859.34644,576.9819196706251,-73.92000000000007,-72.6162109375,360.653564453125
2017-01-23,621.0,541.8005898725218,608.22,688.44434,469.29126,79.19941012747825,12.779999999999973,-67.4443359375,151.708740234375
2017-01-24,578.0,597.3845341970036,545.09,501.01843,500.6722,-19.38453419700363,32.90999999999997,76.9815673828125,77.32778930664062
2017-01-25,449.0,673.3034810106723,605.84,726.63654,488.21588,-224.30348101067227,-156.84000000000003,-277.63653564453125,-39.21588134765625
2017-01-26,364.0,584.3931084343133,396.28,376.5602,443.99103,-220.39310843431326,-32.27999999999997,-12.560211181640625,-79.99102783203125
2017-01-27,472.0,548.3964433854235,564.95,517.33997,501.2687,-76.39644338542348,-92.95000000000005,-45.3399658203125,-29.268707275390625
2017-01-28,960.0,652.7122835032776,983.16,930.00214,668.39343,307.2877164967224,-23.159999999999968,29.99786376953125,291.6065673828125
2017-01-29,1115.0,642.2054498706631,1090.76,1045.1149,652.69226,472.7945501293369,24.24000000000001,69.8851318359375,462.3077392578125
2017-01-30,461.0,543.2111144445881,655.57,511.86627,401.71115,-82.21111444458813,-194.57000000000005,-50.86627197265625,59.288848876953125
2017-01-31,951.0,597.5662959066784,463.69,675.69354,410.5405,353.4337040933216,487.31,275.30645751953125,540.4595031738281
2017-02-01,799.0,671.8212571003988,790.48,1052.5474,464.77817,127.17874289960116,8.519999999999982,-253.54736328125,334.2218322753906
2017-02-02,597.0,584.8700271177476,505.36,564.35547,493.8952,12.129972882252446,91.63999999999999,32.64453125,103.10479736328125
2017-02-03,654.0,549.657715370595,672.66,739.2733,669.1326,104.34228462940496,-18.659999999999968,-85.2733154296875,-15.13262939453125
2017-02-04,1800.0,651.6788719353141,1067.74,1041.0654,1015.87085,1148.321128064686,732.26,758.9345703125,784.129150390625
2017-02-05,1211.0,641.4105964893698,1297.89,1261.465,1051.4331,569.5894035106302,-86.8900000000001,-50.4649658203125,159.56689453125
2017-02-06,556.0,544.5905869956496,620.67,638.9585,592.8871,11.409413004350426,-64.66999999999996,-82.95849609375,-36.8870849609375
2017-02-07,512.0,597.7441680984751,481.83,478.11978,536.28864,-85.74416809847514,30.170000000000016,33.880218505859375,-24.28863525390625
2017-02-08,515.0,670.3716140070378,583.57,736.0168,463.1165,-155.3716140070378,-68.57000000000005,-221.01678466796875,51.883514404296875
2017-02-09,434.0,585.3363575116443,407.31,477.88837,423.55298,-151.33635751164434,26.689999999999998,-43.88836669921875,10.447021484375
2017-02-10,445.0,550.891309924597,556.03,662.1849,498.33298,-105.89130992459695,-111.02999999999997,-217.18487548828125,-53.332977294921875
2017-02-11,658.0,650.6682595941428,964.05,845.7367,696.3811,7.331740405857204,-306.04999999999995,-187.7366943359375,-38.381103515625
2017-02-12,828.0,640.6331313092511,872.32,825.9809,655.32526,187.3668686907489,-44.32000000000005,2.01910400390625,172.67474365234375
2017-02-13,441.0,545.9396911127217,685.63,960.9838,272.65475,-104.93969111272168,-244.63,-519.9838256835938,168.34524536132812
2017-02-14,290.0,597.9182339400617,510.33,628.4595,322.54834,-307.91823394006167,-220.32999999999998,-338.45947265625,-32.54833984375
2017-02-15,464.0,668.9538355782959,542.88,603.36115,392.12134,-204.95383557829587,-78.88,-139.36114501953125,71.878662109375
2017-02-16,437.0,585.7923346673331,431.5,474.53287,473.08353,-148.79233466733308,5.5,-37.532867431640625,-36.083526611328125
2017-02-17,529.0,552.0978343936426,471.22,457.88074,700.6386,-23.097834393642643,57.77999999999997,71.1192626953125,-171.63861083984375
2017-02-18,1039.0,649.679943491991,1015.87,1137.0782,1106.5018,389.320056508009,23.129999999999995,-98.0782470703125,-67.5018310546875
2017-02-19,747.0,639.8726739604681,818.63,879.3292,1145.4083,107.12732603953191,-71.63,-132.3292236328125,-398.4083251953125
2017-02-20,352.0,547.2590953343456,357.43,379.97748,647.0884,-195.2590953343456,-5.430000000000007,-27.97747802734375,-295.08837890625
2017-02-21,428.0,598.0885748222203,399.94,374.82993,597.61475,-170.08857482222027,28.060000000000002,53.170074462890625,-169.61474609375
2017-02-22,448.0,667.5672214033053,439.81,440.0825,514.42194,-219.56722140330533,8.189999999999998,7.917510986328125,-66.42193603515625
2017-02-23,435.0,586.2381884187221,457.11,474.59427,454.38162,-151.23818841872207,-22.110000000000014,-39.594268798828125,-19.381622314453125
2017-02-24,461.0,553.277882796701,530.69,554.19745,468.45444,-92.27788279670096,-69.69000000000005,-93.19744873046875,-7.454437255859375
2017-02-25,832.0,648.7134317375682,681.4,786.74335,601.2003,183.28656826243184,150.60000000000002,45.25665283203125,230.7996826171875
2017-02-26,746.0,639.1288523935227,673.77,823.4197,617.1575,106.87114760647728,72.23000000000002,-77.419677734375,128.842529296875
2017-02-27,685.0,548.5494534818611,584.77,558.8481,318.15732,136.45054651813894,100.23000000000002,126.15191650390625,366.8426818847656
2017-02-28,960.0,598.2552703967784,701.95,1055.8954,445.80066,361.7447296032216,258.04999999999995,-95.8953857421875,514.1993408203125
2017-03-01,616.0,666.2110864666226,576.98,520.12836,705.71545,-50.211086466622646,39.01999999999998,95.87164306640625,-89.7154541015625
2017-03-02,554.0,586.6741434980979,476.18,449.87762,916.07654,-32.67414349809792,77.82,104.12237548828125,-362.0765380859375
2017-03-03,610.0,554.4320361179366,595.16,557.0536,1010.1193,55.567963882063395,14.840000000000032,52.9464111328125,-400.11932373046875
2017-03-04,1041.0,647.7682432912693,1068.53,1110.1685,1082.6655,393.2317567087307,-27.529999999999973,-69.16845703125,-41.66552734375
2017-03-05,1174.0,638.4013026972623,1221.01,1241.2808,949.0494,535.5986973027377,-47.00999999999999,-67.28076171875,224.95062255859375
2017-03-06,476.0,549.811404983387,554.77,515.687,629.00696,-73.81140498338698,-78.76999999999998,-39.68701171875,-153.0069580078125
2017-03-07,444.0,598.4183986137307,441.07,431.0012,431.61255,-154.4183986137307,2.930000000000007,12.998809814453125,12.387451171875
2017-03-08,446.0,664.8847608098323,641.88,543.6915,354.43234,-218.8847608098323,-195.88,-97.6915283203125,91.56765747070312
2017-03-09,420.0,587.1004196493551,393.21,312.33685,343.25934,-167.1004196493551,26.79000000000002,107.66314697265625,76.74066162109375
2017-03-10,477.0,555.5608625927346,449.09,513.0947,460.3127,-78.56086259273457,27.910000000000025,-36.0947265625,16.687286376953125
2017-03-11,911.0,646.8439077257807,863.2,866.66925,683.36115,264.1560922742193,47.799999999999955,44.33074951171875,227.63885498046875
2017-03-12,1098.0,637.6896689208654,1098.97,1160.485,603.755,460.3103310791346,-0.9700000000000273,-62.4849853515625,494.2449951171875
2017-03-13,486.0,551.0455751906696,517.58,598.2654,254.0068,-65.04557519066964,-31.58000000000004,-112.265380859375,231.99319458007812
2017-03-14,408.0,598.5780357575683,440.36,438.08594,295.05835,-190.57803575756827,-32.360000000000014,-30.0859375,112.941650390625
2017-03-15,478.0,663.5875892005882,459.22,472.2517,407.26965,-185.58758920058824,18.779999999999973,5.748291015625,70.7303466796875
2017-03-16,412.0,587.5172317387126,404.7,360.4947,504.52298,-175.51723173871255,7.300000000000011,51.50531005859375,-92.52297973632812
2017-03-17,593.0,556.6649179874472,509.54,518.5789,640.8408,36.33508201255279,83.45999999999998,74.42108154296875,-47.8408203125
2017-03-18,984.0,645.9399649919649,937.34,963.02856,878.94165,338.06003500803513,46.65999999999997,20.971435546875,105.058349609375
2017-03-19,1240.0,636.9936028997215,1142.96,1165.1918,893.4995,603.0063971002785,97.03999999999996,74.8082275390625,346.50048828125
2017-03-20,532.0,552.2525756889568,547.72,579.6804,479.3648,-20.252575688956767,-15.720000000000027,-47.680419921875,52.63519287109375
2017-03-21,444.0,598.7342564828343,539.5,419.75546,482.25662,-154.73425648283433,-95.5,24.244537353515625,-38.256622314453125
2017-03-22,558.0,662.3189308089297,441.59,439.9095,434.5253,-104.31893080892974,116.41000000000003,118.09051513671875,123.47470092773438
2017-03-23,397.0,587.9247898629726,421.93,379.27466,387.14835,-190.9247898629726,-24.930000000000007,17.725341796875,9.851654052734375
2017-03-24,509.0,557.7447458730034,475.93,567.9973,419.58273,-48.74474587300335,33.06999999999999,-58.997314453125,89.41726684570312
2017-03-25,1072.0,645.0559651899105,1015.73,1194.445,590.3817,426.94403481008953,56.26999999999998,-122.4449462890625,481.6182861328125
2017-03-26,959.0,636.3127640851179,1043.78,1045.1895,623.1746,322.6872359148821,-84.77999999999997,-86.189453125,335.82537841796875
2017-03-27,526.0,553.4330046000489,467.31,519.66644,288.72104,-27.43300460004889,58.69,6.33355712890625,237.27896118164062
2017-03-28,313.0,598.8871338489203,283.96,261.0425,312.0674,-285.88713384892026,29.04000000000002,51.957489013671875,0.932586669921875
2017-03-29,484.0,661.0781588907124,430.59,447.67233,332.84012,-177.07815889071242,53.410000000000025,36.327667236328125,151.15988159179688
2017-03-30,411.0,588.3232994553789,406.22,422.6315,383.59082,-177.3232994553789,4.779999999999973,-11.631500244140625,27.4091796875
2017-03-31,563.0,558.8008778925146,516.35,512.3361,455.86972,4.199122107485437,46.64999999999998,50.66387939453125,107.13027954101562
2017-04-01,1436.0,644.191468345034,1105.13,1009.28235,912.22723,791.808531654966,330.8699999999999,426.7176513671875,523.7727661132812
2017-04-02,797.0,635.6468193776536,885.67,625.5185,1105.8926,161.35318062234637,-88.66999999999996,171.48150634765625,-308.892578125
2017-04-03,474.0,554.5874468786809,433.47,526.3794,687.88794,-80.58744687868091,40.52999999999997,-52.37939453125,-213.887939453125
2017-04-04,397.0,599.0367393541209,283.68,356.5983,712.576,-202.03673935412087,113.32,40.401702880859375,-315.57598876953125
2017-04-05,461.0,659.864660477997,407.27,407.1011,664.52734,-198.86466047799695,53.73000000000002,53.898895263671875,-203.52734375
2017-04-06,400.0,588.7129613891232,488.63,438.7997,595.69836,-188.71296138912317,-88.63,-38.799713134765625,-195.6983642578125
2017-04-07,416.0,559.8338340230076,577.88,910.28894,567.9593,-143.83383402300763,-161.88,-494.2889404296875,-151.95928955078125
2017-04-08,916.0,643.3460441891195,819.56,753.0154,653.99835,272.65395581088046,96.44000000000005,162.984619140625,262.00164794921875
2017-04-09,1051.0,634.9954429642955,1106.34,1132.8394,687.39105,416.00455703570447,-55.33999999999992,-81.83935546875,363.60894775390625
2017-04-10,485.0,555.7164746023784,401.98,507.20734,380.4862,-70.71647460237841,83.01999999999998,-22.20733642578125,104.5137939453125
2017-04-11,333.0,599.1831429689623,359.77,371.1422,358.16867,-266.18314296896233,-26.769999999999982,-38.1422119140625,-25.168670654296875
